Ticker:,The earliest date of price,The latest date of price,Average daily trading volume in USD,Average daily trading volume in USD for 180 days starting 2 years ago
REFR,2005-07-15,2020-07-10,3667.455,1678.087
REG,2005-07-15,2020-07-10,317306.289,98652.407
REGI,2012-01-19,2020-07-10,64583.651,8987.267
REGN,2005-07-15,2020-07-10,1453828.607,50024.038
REI,2013-09-03,2020-07-10,30144.236,7647.837
RELL,2005-07-15,2020-07-10,3073.066,2442.199
RELV,2005-07-15,2020-07-10,1207.683,7015.173
REPH,2014-03-07,2020-07-10,13787.753,3197.308
REPL,2018-07-20,2020-07-10,13923.13,12038.127
RES,2005-07-15,2020-07-10,144366.335,58402.899
RESI,2012-12-13,2020-07-10,61511.172,24041.774
RESN,2014-05-29,2020-07-10,7348.13,8282.276
RETA,2016-05-26,2020-07-10,178640.466,23068.382
REV,2005-07-18,2020-07-10,20063.029,20256.057
REVG,2017-01-27,2020-07-10,60927.224,68130.011
REX,2005-07-15,2020-07-10,26252.368,4955.872
REXN,2017-05-05,2020-07-10,6195.491,10091.431
REXR,2013-07-19,2020-07-10,117586.238,19836.62
REZI,2018-10-15,2020-07-10,227985.631,312953.363
RF,2005-07-15,2020-07-10,1257007.043,232344.398
RFIL,2005-07-15,2020-07-10,1824.363,275.28
RFL,2018-03-27,2020-07-10,5836.387,4203.746
RFP,2012-05-24,2020-07-10,29507.462,52410.936
RGA,2005-07-15,2020-07-10,237970.627,74882.576
RGCO,2005-07-18,2020-07-10,883.434,180.19
RGEN,2005-07-15,2020-07-10,72601.221,15429.952
RGLD,2005-07-15,2020-07-10,328024.234,166237.54
RGLS,2012-10-04,2020-07-10,27653.325,4987.019
RGNX,2015-09-17,2020-07-10,127741.346,28356.203
RGR,2005-07-15,2020-07-10,82621.904,9375.904
RGS,2005-07-15,2020-07-10,69955.917,112221.301
RH,2012-11-02,2020-07-10,864032.133,182660.335
RHE,2017-10-02,2020-07-10,3911.165,1575.044
RHI,2005-07-15,2020-07-10,386852.986,218603.845
RHP,2012-10-01,2020-07-10,160959.859,267973.088
RIBT,2013-12-13,2020-07-10,1801.979,4909.23
RICK,2005-07-15,2020-07-10,9806.889,1988.857
RIG,2005-07-15,2020-07-10,2557152.074,2044202.015
RIGL,2005-07-15,2020-07-10,46399.69,64812.059
RILY,2009-08-03,2020-07-10,4554.116,585.86
RIOT,2016-03-31,2020-07-10,118519.681,2271.186
RJF,2005-07-15,2020-07-10,329924.038,81733.63
RKDA,2015-05-15,2020-07-10,28883.794,2944.641
RL,2005-07-15,2020-07-10,924173.635,293821.931
RLGT,2012-01-11,2020-07-10,6445.871,387.774
RLGY,2012-10-11,2020-07-10,459548.659,674088.556
RLH,2005-07-15,2020-07-10,4245.933,1019.798
RLI,2005-07-15,2020-07-10,56400.87,29199.858
RLJ,2011-05-11,2020-07-10,165703.219,47724.483
RM,2012-03-28,2020-07-10,14873.798,7177.186
RMAX,2013-10-02,2020-07-10,38836.97,53624.441
RMBS,2005-07-15,2020-07-10,297289.942,890271.397
RMCF,2005-07-18,2020-07-10,1070.269,3241.567
RMD,2005-07-15,2020-07-10,393396.758,163431.375
RMR,2015-12-14,2020-07-10,21968.625,13535.927
RMTI,2005-07-15,2020-07-10,23329.603,3181.135
RNDB,2016-07-01,2020-07-10,1691.744,3193.427
RNET,2010-12-15,2020-07-10,16415.455,8201.747
RNG,2013-09-27,2020-07-10,458633.519,58362.626
RNR,2005-07-15,2020-07-10,293469.773,254466.91
RNST,2005-07-15,2020-07-10,24770.222,2117.89
RNWK,2005-07-15,2020-07-10,26846.256,90712.264
ROAD,2018-05-04,2020-07-10,23645.013,13526.804
ROCK,2005-07-15,2020-07-10,38986.431,29082.357
ROG,2005-07-15,2020-07-10,71956.402,32272.765
ROIC,2009-11-03,2020-07-10,84688.101,19490.222
ROK,2005-07-15,2020-07-10,806017.464,360343.289
ROKU,2017-09-28,2020-07-10,8719301.112,2703718.228
ROL,2005-07-15,2020-07-10,115435.676,20979.28
ROLL,2005-08-10,2020-07-10,54460.887,21810.143
ROP,2005-07-15,2020-07-10,564132.942,146874.749
ROST,2005-07-15,2020-07-10,1100483.057,323816.28
RP,2010-08-12,2020-07-10,141094.024,49108.816
RPAI,2012-04-05,2020-07-10,143031.659,48762.349
RPD,2015-07-17,2020-07-10,117730.599,63082.082
RPM,2005-07-15,2020-07-10,206146.247,42683.564
RPT,2005-07-15,2020-07-10,37620.197,7045.726
RRC,2005-07-15,2020-07-10,1073969.02,304136.337
RRD,2005-07-15,2020-07-10,176429.055,189824.066
RRGB,2005-07-15,2020-07-10,116217.301,219835.282
RRR,2016-04-27,2020-07-10,151326.731,122561.852
RS,2005-07-15,2020-07-10,323427.323,158702.419
RSG,2005-07-15,2020-07-10,516178.99,128574.343
RST,2009-04-16,2020-07-10,23433.279,85120.544
RTIX,2005-07-15,2020-07-10,10519.083,9104.028
RTRX,2013-02-21,2020-07-10,65992.77,371.11
RUBY,2018-07-18,2020-07-10,33268.214,46705.114
RUN,2015-08-05,2020-07-10,160157.797,73717.877
RUSHA,2005-07-15,2020-07-10,36524.421,18441.216
RUSHB,2005-07-15,2020-07-10,2979.145,3508.341
RUTH,2005-08-09,2020-07-10,32881.801,66941.381
RVI,2018-06-26,2020-07-10,23159.339,28695.669
RVNC,2014-02-06,2020-07-10,64957.465,56917.429
RVP,2005-07-15,2020-07-10,1740.953,1357.443
RVSB,2005-07-15,2020-07-10,1638.614,1065.52
RWT,2005-07-15,2020-07-10,67808.129,28021.899
RXN,2012-03-29,2020-07-10,138566.764,76580.943
RYAM,2014-06-16,2020-07-10,79574.921,190906.282
RYI,2014-08-08,2020-07-10,20685.347,16359.64
RYN,2005-07-15,2020-07-10,192596.374,72456.595
RYTM,2017-10-05,2020-07-10,42085.406,54213.082
SABR,2014-04-17,2020-07-10,449082.337,131598.825
SACH,2017-02-13,2020-07-10,2645.768,796.193
SAFE,2017-06-22,2020-07-10,35328.431,24129.788
SAFM,2005-07-15,2020-07-10,228185.435,82571.424
SAFT,2005-07-15,2020-07-10,19661.326,14446.622
SAGE,2014-07-18,2020-07-10,373867.919,54935.676
SAH,2005-07-15,2020-07-10,65401.872,63329.191
SAIA,2005-07-15,2020-07-10,63276.76,25570.752
SAIC,2013-09-16,2020-07-10,174614.477,85733.813
SAIL,2017-11-17,2020-07-10,229403.01,172240.968
SAL,2012-12-26,2020-07-10,771.835,481.41
SALM,2005-07-15,2020-07-10,1932.164,5786.232
SAM,2005-07-15,2020-07-10,150619.608,10824.086
SAMG,2013-06-27,2020-07-10,2094.259,4196.894
SANM,2005-07-15,2020-07-10,131278.641,286574.443
SANW,2010-06-14,2020-07-10,2531.638,607.091
SASR,2005-07-15,2020-07-10,15767.59,4583.757
SATS,2007-12-31,2020-07-10,74601.568,126397.033
SAVA,2005-07-15,2020-07-10,18767.307,24144.071
SAVE,2011-05-26,2020-07-10,527548.451,50080.004
SBAC,2005-07-15,2020-07-10,790037.506,119105.421
SBBX,2005-07-15,2020-07-10,1486.756,501.077
SBCF,2005-07-15,2020-07-10,22344.061,6285.67
SBFG,2005-07-15,2020-07-10,648.711,427.453
SBGI,2005-07-15,2020-07-10,187596.952,15109.572
SBH,2006-11-13,2020-07-10,267887.212,75540.571
SBNY,2005-07-15,2020-07-10,261325.772,36361.889
SBOW,2017-05-05,2020-07-10,6265.244,8949.392
SBPH,2016-05-06,2020-07-10,3547.534,1186.517
SBRA,2010-11-08,2020-07-10,128162.471,15462.664
SBSI,2005-07-15,2020-07-10,15089.138,1701.694
SBT,2017-11-20,2020-07-10,7662.798,14053.652
SBUX,2005-07-15,2020-07-10,3306490.39,1253199.656
SC,2014-01-23,2020-07-10,274557.548,353786.72
SCHL,2005-07-15,2020-07-10,56846.358,78111.076
SCHN,2005-07-15,2020-07-10,122250.441,115224.928
SCHW,2010-03-05,2020-07-10,2293416.134,1664048.4
SCI,2005-07-15,2020-07-10,187187.162,40798.495
SCL,2005-07-15,2020-07-10,31195.415,1944.026
SCON,2005-07-18,2020-07-10,7289.524,4162.185
SCOR,2017-02-09,2020-07-10,36579.557,73271.882
SCPL,2019-05-03,2020-07-10,54582.891,63170.306
SCS,2005-07-15,2020-07-10,63265.182,20004.179
SCSC,2005-07-15,2020-07-10,42171.861,65202.041
SCVL,2005-07-15,2020-07-10,28131.179,16779.164
SCWX,2016-04-22,2020-07-10,18858.661,24104.352
SCX,2005-07-15,2020-07-10,1172.012,513.677
SCYX,2014-05-02,2020-07-10,6660.217,2018.245
SD,2016-01-08,2020-07-10,29089.832,6907.424
SDPI,2014-05-23,2020-07-10,1657.426,3035.522
SEAC,2005-07-15,2020-07-10,13796.177,27484.498
SEAS,2013-04-19,2020-07-10,304977.726,190739.879
SEB,2005-07-15,2020-07-10,1213054.889,299012.146
SEDG,2015-03-26,2020-07-10,379704.045,172884.261
SEE,2005-07-15,2020-07-10,437527.131,140401.963
SEEL,2016-10-24,2020-07-10,19833.812,15977.446
SEIC,2005-07-15,2020-07-10,223454.15,106063.894
SELB,2016-06-22,2020-07-10,16775.806,6352.369
SELF,2016-01-19,2020-07-10,693.202,1009.848
SEM,2009-09-25,2020-07-10,79281.87,26392.748
SENEA,2005-07-15,2020-07-10,5968.926,505.903
SENEB,2005-07-15,2020-07-06,322.646,215.824
SENS,2015-12-24,2020-07-10,24401.71,3146.779
SERV,2014-06-26,2020-07-10,391067.097,190740.483
SESN,2014-02-06,2020-07-10,22221.1,6507.023
SF,2005-07-15,2020-07-10,142093.968,10870.439
SFBC,2012-08-23,2020-07-10,621.04,547.591
SFBS,2014-05-14,2020-07-10,38610.318,14614.64
SFE,2005-07-15,2020-07-10,9035.631,7806.65
SFIX,2017-11-17,2020-07-10,540037.644,337683.724
SFM,2013-08-01,2020-07-10,422805.756,314355.592
SFNC,2005-07-15,2020-07-10,32484.158,4030.875
SFST,2007-07-06,2020-07-10,1933.749,313.945
SGA,2005-07-15,2020-07-10,2683.619,7282.795
SGC,2008-03-24,2020-07-10,1933.653,408.87
SGEN,2005-07-15,2020-07-10,306740.715,6469.563
SGH,2017-05-24,2020-07-10,129428.73,94308.739
SGMA,2005-07-15,2020-07-10,840.028,1497.892
SGMO,2005-07-15,2020-07-10,86425.044,3661.971
SGMS,2005-07-15,2020-07-10,196701.659,177155.897
SGRP,2005-07-15,2020-07-10,403.597,210.929
SGRY,2015-10-01,2020-07-10,42459.657,48277.964
SHAK,2015-01-30,2020-07-10,428215.695,496243.98
SHBI,2005-07-15,2020-07-10,2071.311,1009.381
SHEN,2005-07-15,2020-07-10,24758.501,1862.937
SHLO,2005-07-15,2020-07-10,4593.278,1629.639
SHO,2005-07-15,2020-07-10,154732.274,46581.102
SHOO,2005-07-15,2020-07-10,137402.847,38273.423
SHSP,2014-01-31,2020-07-10,3243.762,1153.51
SHW,2005-07-15,2020-07-10,1210680.749,501107.93
SIBN,2018-10-17,2020-07-10,24612.021,24157.193
SIEB,2005-07-15,2020-07-10,1501.731,96.594
SIEN,2014-10-29,2020-07-10,34975.625,11588.89
SIF,2005-07-15,2020-07-10,1613.714,140.897
SIG,2005-07-15,2020-07-10,412220.724,1724.326
SIGA,2015-03-23,2020-07-10,5969.242,516.999
SIGI,2005-07-15,2020-07-10,55119.428,50026.691
SILK,2019-04-04,2020-07-10,120270.57,103208.053
SINT,2017-11-10,2020-07-10,19070.734,10347.494
SIRI,2005-07-15,2020-07-10,1266453.975,2503548.865
SITC,2018-05-21,2020-07-10,174371.43,220145.017
SITE,2016-05-12,2020-07-10,206116.325,117304.713
SIVB,2005-07-15,2020-07-10,421591.546,139683.404
SIX,2010-06-21,2020-07-10,318730.728,28000.899
SJI,2005-07-15,2020-07-10,71475.516,15851.562
SJM,2005-07-15,2020-07-10,531061.218,68588.563
SJW,2005-07-15,2020-07-10,22458.685,3469.558
SKT,2005-07-15,2020-07-10,166596.18,21088.053
SKX,2005-07-15,2020-07-10,400813.348,46571.118
SKY,2005-07-15,2020-07-10,23026.816,6337.364
SKYW,2005-07-15,2020-07-10,84808.131,132908.122
SLAB,2005-07-15,2020-07-10,243454.36,427489.001
SLB,2005-07-15,2020-07-10,4671537.188,3942551.175
SLCA,2012-02-01,2020-07-10,433700.991,54128.174
SLCT,2005-07-15,2020-07-10,1122.187,919.617
SLDB,2018-01-26,2020-07-10,54225.576,79358.699
SLG,2005-07-15,2020-07-10,515236.883,116771.273
SLGN,2005-07-15,2020-07-10,104411.537,43486.743
SLM,2011-12-12,2020-07-10,418991.573,539535.099
SLNO,2014-11-13,2020-07-10,7929.681,19575.323
SLP,2007-12-31,2020-07-10,6933.907,1238.732
SLRX,2015-01-29,2020-07-10,6746.139,15738.243
SLS,2008-03-12,2020-07-10,8769.115,0.0
SM,2005-07-15,2020-07-10,481403.979,143574.597
SMAR,2018-04-27,2020-07-10,490989.52,125220.72
SMBC,2005-07-15,2020-07-10,1624.459,165.953
SMBK,2008-01-04,2020-07-10,2053.414,5.364
SMED,2009-05-07,2020-07-10,3271.885,6699.936
SMG,2005-07-15,2020-07-10,209863.514,89964.147
SMHI,2017-06-02,2020-07-10,10872.424,23194.625
SMIT,2005-07-15,2020-07-10,814.183,2024.721
SMMF,2005-07-15,2020-07-10,1284.576,802.807
SMP,2005-07-15,2020-07-10,23144.579,4717.755
SMPL,2017-07-10,2020-07-10,119051.036,41032.995
SMRT,2005-07-15,2020-07-10,11254.064,17856.857
SMSI,2005-07-15,2020-07-10,30460.38,20312.215
SMTC,2005-07-15,2020-07-10,151354.845,169723.591
SNA,2005-07-15,2020-07-10,340169.225,80614.831
SNAP,2017-03-02,2020-07-10,3660930.742,4524165.785
SNBR,2005-07-15,2020-07-10,164246.657,147530.3
SNCR,2006-06-15,2020-07-10,105854.891,34823.216
SND,2016-11-04,2020-07-10,36430.803,87584.498
SNDR,2017-04-06,2020-07-10,137773.839,150120.163
SNDX,2016-03-03,2020-07-10,23665.279,11399.385
SNFCA,2005-07-15,2020-07-10,1410.452,184.034
SNOA,2016-06-27,2020-07-10,5158.265,2535.057
SNPS,2005-07-15,2020-07-10,412964.338,214246.497
SNR,2014-10-27,2020-07-10,39897.822,64031.355
SNSS,2005-09-27,2020-07-10,12673.207,3054.894
SNV,2005-07-15,2020-07-10,297856.451,128826.586
SNX,2005-07-15,2020-07-10,121926.625,10650.506
SO,2005-07-15,2020-07-10,1390039.435,354759.282
SOHO,2013-04-22,2020-07-10,2054.272,652.305
SOI,2017-05-12,2020-07-10,54239.833,46134.14
SOLY,2019-02-19,2020-07-10,81928.804,140589.329
SON,2005-07-15,2020-07-10,135070.574,51991.554
SONA,2006-11-01,2020-07-10,2633.922,897.002
SONO,2018-08-02,2020-07-10,239303.334,242022.568
SP,2005-07-15,2020-07-10,15033.122,3625.586
SPB,2005-07-15,2020-07-10,102894.735,630.812
SPG,2005-07-15,2020-07-10,1629462.309,459746.593
SPGI,2005-07-15,2020-07-10,1101919.009,485582.296
SPKE,2014-07-29,2020-07-10,14773.934,4495.862
SPLK,2012-04-19,2020-07-10,1216584.319,298908.591
SPN,2005-07-15,2020-07-10,365319.77,155286.658
SPNE,2015-06-17,2020-07-10,9332.256,17185.168
SPOK,2005-07-15,2020-07-10,12489.253,8058.258
SPPI,2005-07-15,2020-07-10,79754.601,7880.092
SPR,2006-11-21,2020-07-10,431687.771,348781.508
SPRO,2017-11-02,2020-07-10,8836.648,9811.991
SPRT,2005-07-15,2020-07-10,3868.088,9678.103
SPSC,2010-04-22,2020-07-10,55642.311,6554.695
SPTN,2005-07-15,2020-07-10,29658.194,9345.042
SPWH,2014-04-17,2020-07-10,32550.276,20083.405
SPWR,2008-09-22,2020-07-10,314844.315,313825.353
SPXC,2005-07-15,2020-07-10,277114.525,233402.011
SQ,2015-11-19,2020-07-10,4638605.903,350798.104
SQBG,2013-09-24,2020-07-10,9668.915,2383.645
SR,2005-07-15,2020-07-10,71953.965,12086.974
SRC,2012-09-20,2020-07-10,366265.924,89046.8
SRCE,2005-07-15,2020-07-10,9321.863,3679.684
SRCL,2005-07-15,2020-07-10,435532.127,140725.208
SRDX,2005-07-15,2020-07-10,28913.583,80704.017
SRE,2005-07-15,2020-07-10,849177.493,270877.433
SREV,2011-03-25,2020-07-10,39263.721,107338.466
SRG,2015-07-06,2020-07-10,114301.311,90496.897
SRI,2005-07-15,2020-07-10,21604.899,2639.499
SRNE,2013-10-25,2020-07-10,129548.017,11543.982
SRPT,2012-07-12,2020-07-10,784126.348,456672.809
SRRK,2018-05-24,2020-07-10,14004.247,14292.862
SRT,2005-07-15,2020-07-10,4478.661,13799.147
SRTS,2016-07-26,2020-07-10,1468.042,252.693
SSB,2005-07-15,2020-07-10,36123.056,1836.549
SSBI,2006-07-14,2020-07-10,456.976,963.414
SSD,2005-07-15,2020-07-10,76746.171,53569.216
SSKN,2014-07-10,2020-07-10,2260.32,5116.909
SSNC,2010-03-31,2020-07-10,306365.117,28014.946
SSP,2005-07-15,2020-07-10,178129.664,191230.797
SSTI,2017-06-07,2020-07-10,37556.501,16552.317
SSTK,2012-10-11,2020-07-10,115499.099,35415.723
STAA,2005-07-15,2020-07-10,30640.467,16468.779
STAG,2011-04-15,2020-07-10,111372.108,8646.554
STAR,2005-07-15,2020-07-10,106382.182,98567.289
STAY,2018-06-27,2020-07-10,264248.948,242335.653
STBA,2005-07-15,2020-07-10,20553.599,12210.054
STC,2005-07-15,2020-07-10,37867.628,50898.004
STCN,2018-02-27,2020-07-10,812.406,795.796
STE,2005-07-15,2020-07-10,227390.58,58789.424
STFC,2005-07-15,2020-07-10,9129.9,15213.935
STIM,2018-06-28,2020-07-10,15704.108,28406.457
STKS,2013-10-11,2020-07-10,1012.721,917.305
STL,2011-12-28,2020-07-10,177770.799,4678.416
STLD,2005-07-15,2020-07-10,596496.02,249684.202
STMP,2005-07-15,2020-07-10,190690.575,55795.753
STND,2010-10-08,2020-07-10,600.787,0.0
STOR,2014-11-18,2020-07-10,358101.817,95737.97
STRA,2005-07-15,2020-07-10,175332.034,130507.957
STRL,2005-07-15,2020-07-10,16084.536,26382.547
STRM,2006-07-03,2020-07-10,1200.884,1113.985
STRS,2005-07-15,2020-07-10,1296.256,358.167
STRT,2005-07-15,2020-07-10,3203.719,1452.346
STT,2005-07-15,2020-07-10,1567762.066,604472.514
STWD,2009-08-12,2020-07-10,229558.934,27222.187
STX,2008-09-16,2020-07-10,1280684.312,425823.937
STXB,2018-05-04,2020-07-10,7589.707,9535.754
STZ,2005-07-15,2020-07-10,1105537.852,297419.244
SUI,2005-07-15,2020-07-10,141796.109,10789.07
SUM,2015-03-12,2020-07-10,267322.745,144189.007
SUMR,2005-07-18,2020-07-10,2320.088,1438.107
SUNW,2015-03-04,2020-07-10,5977.948,14700.955
SUP,2005-07-15,2020-07-10,22475.369,40582.084
SUPN,2012-05-01,2020-07-10,119783.882,15300.537
SVBI,2005-07-15,2020-07-10,454.574,499.48
SVMK,2018-09-26,2020-07-10,185633.632,169294.341
SVRA,2017-04-28,2020-07-10,18908.133,11356.321
SVT,2005-08-01,2020-07-10,367.064,153.172
SWAV,2019-03-07,2020-07-10,163869.358,165237.905
SWCH,2017-10-06,2020-07-10,162630.331,209524.825
SWK,2005-07-15,2020-07-10,812314.091,176924.211
SWKS,2005-07-15,2020-07-10,1103527.411,183543.05
SWM,2005-07-15,2020-07-10,50040.649,11159.03
SWN,2005-07-15,2020-07-10,1450276.519,1203215.506
SWX,2005-07-15,2020-07-10,87437.709,21654.364
SXC,2011-07-21,2020-07-10,61369.758,75000.572
SXI,2005-07-15,2020-07-10,22558.602,4132.941
SXT,2005-07-15,2020-07-10,87929.281,30112.269
SYBT,2005-07-15,2020-07-10,8090.04,1796.432
SYBX,2017-08-28,2020-07-10,8998.862,8135.688
SYF,2014-07-31,2020-07-10,1577239.314,388337.479
SYK,2005-07-15,2020-07-10,1138474.133,720555.336
SYKE,2005-07-15,2020-07-10,43673.386,30863.218
SYN,2005-07-22,2020-07-10,2154.765,0.585
SYNA,2005-07-15,2020-07-10,329410.758,202726.278
SYNC,2012-02-10,2020-07-10,11875.044,76580.968
SYNH,2014-11-07,2020-07-10,260913.537,70305.442
SYNL,2005-07-15,2020-07-10,4445.513,609.821
SYPR,2005-07-15,2020-07-10,1153.117,2886.542
SYRS,2016-06-30,2020-07-10,15548.545,5781.668
SYX,2005-07-15,2020-07-10,11747.608,776.052
SYY,2005-07-15,2020-07-10,1051063.951,487601.475
T,2005-07-15,2020-07-10,5792648.97,1481028.834
TACO,2014-01-08,2020-07-10,34742.59,13303.639
TACT,2005-07-15,2020-07-10,2017.083,4025.167
TAIT,2005-07-19,2020-07-10,442.066,49.143
TALO,2005-07-15,2020-07-10,166549.731,210818.389
TAP,2005-07-15,2020-07-10,713402.723,216625.086
TAST,2006-12-15,2020-07-10,17032.929,22952.579
TAT,2009-12-09,2020-07-10,7104.334,20005.857
TAYD,2005-07-15,2020-07-10,942.723,4006.893
TBBK,2005-07-15,2020-07-10,14711.884,4567.363
TBI,2007-12-18,2020-07-10,49775.34,43356.999
TBIO,2018-06-28,2020-07-10,51894.416,11958.977
TBK,2014-11-07,2020-07-10,29834.409,8921.511
TBNK,2009-07-13,2020-07-10,4544.045,10408.168
TBPH,2014-05-16,2020-07-10,54191.959,59799.942
TCBI,2005-07-15,2020-07-10,162156.502,25586.255
TCBK,2005-07-15,2020-07-10,10769.375,3808.56
TCDA,2018-06-28,2020-07-10,72109.975,46416.909
TCF,2005-07-15,2020-07-10,62010.394,8174.94
TCFC,2013-09-27,2020-07-10,1437.686,856.451
TCI,2005-07-18,2020-07-10,407.886,173.29
TCMD,2016-07-28,2020-07-10,71708.775,12413.384
TCO,2005-07-15,2020-07-10,243691.986,59712.966
TCON,2015-01-30,2020-07-10,5167.219,12683.636
TCS,2013-11-01,2020-07-10,45422.231,208458.847
TDC,2007-09-12,2020-07-10,602904.029,331262.052
TDG,2006-03-15,2020-07-10,514437.4,13920.59
TDOC,2015-07-01,2020-07-10,718431.499,109609.586
TDS,2005-07-15,2020-07-10,120613.281,62968.082
TDY,2005-07-15,2020-07-10,161742.364,64733.977
TECH,2005-07-15,2020-07-10,132826.082,113579.713
TEL,2007-06-14,2020-07-10,830206.218,645248.853
TELL,2015-07-13,2020-07-10,70704.167,473.035
TEN,2005-07-15,2020-07-10,208701.529,58435.866
TENB,2018-07-26,2020-07-10,152762.385,157467.246
TENX,2013-05-13,2020-07-10,14401.586,83565.387
TER,2005-07-15,2020-07-10,544979.839,418734.628
TERP,2014-07-18,2020-07-10,131994.197,145044.5
TESS,2005-07-15,2020-07-10,3734.2,810.167
TEUM,2011-12-05,2020-07-10,24010.276,6555.09
TEX,2005-07-15,2020-07-10,554315.321,282966.455
TFSL,2007-04-23,2020-07-10,37617.842,85863.987
TFX,2005-07-15,2020-07-10,268517.37,96898.939
TG,2005-07-15,2020-07-10,15686.164,11509.416
TGI,2005-07-15,2020-07-10,178987.367,24437.829
TGLS,2012-05-10,2020-07-10,2405.878,916.486
TGNA,2005-07-15,2020-07-10,443701.666,486520.596
TGT,2005-07-15,2020-07-10,2978823.745,1518485.074
TGTX,2013-05-30,2020-07-10,98188.642,10068.929
TH,2019-03-14,2020-07-10,13640.694,21195.694
THC,2005-07-15,2020-07-10,493858.917,262149.862
THFF,2005-07-15,2020-07-10,6704.882,2517.788
THG,2005-07-15,2020-07-10,120729.448,108254.88
THO,2005-07-15,2020-07-10,269495.448,92501.652
THR,2011-05-05,2020-07-10,28431.611,20746.253
THRM,2012-06-13,2020-07-10,92934.996,20588.236
THS,2005-07-15,2020-07-10,206681.875,48333.675
TIF,2005-07-15,2020-07-10,1056560.891,404033.746
TILE,2013-01-18,2020-07-10,66891.384,49509.06
TIPT,2013-08-13,2020-07-10,1899.069,977.253
TISI,2005-07-15,2020-07-10,36854.465,12525.241
TITN,2007-12-06,2020-07-10,47934.799,126448.732
TJX,2005-07-15,2020-07-10,1858137.41,509584.366
TKR,2005-07-15,2020-07-10,246108.648,121020.22
TLF,2010-06-02,2020-07-10,705.974,267.934
TLGT,2015-10-27,2020-07-10,14058.424,19839.49
TLRD,2016-02-01,2020-07-10,176169.02,140169.888
TLYS,2012-05-04,2020-07-10,17105.631,22236.945
TMDX,2019-05-03,2020-07-10,28762.352,33057.66
TMHC,2013-04-10,2020-07-10,176927.31,172479.949
TMO,2005-07-15,2020-07-10,1824816.477,228304.937
TMP,2005-07-15,2020-07-10,11923.731,1655.085
TMST,2014-06-19,2020-07-10,68669.503,183028.106
TMUS,2007-04-19,2020-07-10,1338342.165,450096.648
TNAV,2010-05-13,2020-07-10,12301.515,10885.396
TNC,2005-07-15,2020-07-10,35105.126,19532.646
TNDM,2013-11-14,2020-07-10,282318.975,32025.491
TNET,2014-03-27,2020-07-10,130499.793,120836.961
TNXP,2013-08-09,2020-07-10,17011.431,16372.056
TOL,2005-07-15,2020-07-10,843374.61,1596752.741
TORC,2018-01-26,2020-07-10,18755.149,25846.615
TOWN,2007-10-09,2020-07-10,16055.317,1808.513
TPB,2016-05-11,2020-07-10,24294.314,6478.419
TPC,2005-07-18,2020-07-10,84905.674,39043.732
TPCO,2016-06-20,2020-07-10,14593.988,22835.853
TPH,2013-01-31,2020-07-10,204862.945,52667.947
TPHS,2012-09-26,2020-07-10,1140.41,296.246
TPIC,2016-07-22,2020-07-10,62277.356,34587.555
TPR,2005-07-15,2020-07-10,1258405.946,575145.764
TPRE,2013-08-15,2020-07-10,54451.02,54978.548
TPTX,2019-04-17,2020-07-10,145650.037,127541.468
TPX,2005-07-15,2020-07-10,489945.098,238659.84
TR,2005-07-15,2020-07-10,26583.186,26554.866
TRC,2005-07-15,2020-07-10,14699.05,20957.901
TRCH,2013-12-16,2020-07-10,2914.324,1841.929
TREC,2012-04-02,2020-07-10,5139.411,7210.985
TREE,2008-08-12,2020-07-10,162721.611,3526.83
TREX,2005-07-15,2020-07-10,134482.495,53424.098
TRGP,2010-12-07,2020-07-10,417683.641,56683.556
TRHC,2016-09-29,2020-07-10,106849.946,13765.71
TRIP,2011-12-07,2020-07-10,1009430.359,696707.037
TRMB,2005-07-15,2020-07-10,317659.544,147886.2
TRMK,2005-07-15,2020-07-10,61607.711,20601.446
TRN,2005-07-15,2020-07-10,359141.203,139671.319
TRNO,2010-02-10,2020-07-10,50911.672,10014.691
TRNS,2005-07-15,2020-07-10,1425.295,472.0
TROW,2005-07-15,2020-07-10,831440.536,226973.261
TROX,2012-06-18,2020-07-10,137723.142,191365.725
TRS,2009-08-24,2020-07-10,44908.132,4165.073
TRST,2005-07-15,2020-07-10,16107.036,11002.498
TRT,2005-07-15,2020-07-10,1561.761,531.775
TRTN,2005-10-12,2020-07-10,56453.887,7808.773
TRTX,2017-07-20,2020-07-10,43006.13,25066.532
TRU,2015-06-25,2020-07-10,545517.793,161368.314
True,2014-05-16,2020-07-10,118987.317,172263.243
TRUP,2016-06-17,2020-07-10,64452.616,15735.643
TRV,2005-07-15,2020-07-10,1454270.675,802438.547
TRVN,2014-01-31,2020-07-10,26445.61,6638.292
TRWH,2019-03-29,2020-07-10,58448.912,71974.597
TRXC,2013-12-09,2020-07-10,57545.917,5196.26
TSBK,2005-07-15,2020-07-10,1373.607,710.18
TSC,2013-05-09,2020-07-10,17189.424,12528.408
TSCO,2005-07-15,2020-07-10,600877.744,182861.723
TSE,2014-06-12,2020-07-10,168022.021,27789.35
TSLA,2010-06-29,2020-07-10,14306983.527,352635.969
TSN,2005-07-15,2020-07-10,1010161.839,226915.62
TSQ,2014-07-24,2020-07-10,4304.811,10426.502
TTC,2005-07-15,2020-07-10,164407.809,109000.554
TTD,2016-09-21,2020-07-10,1618416.371,260899.356
TTEC,2005-07-15,2020-07-10,48544.419,24779.571
TTEK,2005-07-15,2020-07-10,106756.439,56510.154
