Ticker:,The earliest date of MD&A,The latest date of MD&A,Number of MD&A
SFTW-UN,2019-12-11 17:12:05,2019-12-11 17:12:05,1
SFTW-WT,2019-12-11 17:12:05,2019-12-11 17:12:05,1
SFTW,2019-12-11 17:12:05,2019-12-11 17:12:05,1
SG,2018-11-16 08:17:00,2019-11-08 16:13:04,4
SGA,2008-08-08 15:52:01,2019-11-12 16:01:05,29
SGBI,2009-05-21 15:26:00,2015-11-23 16:36:01,16
SGBX,2009-05-15 14:34:02,2010-05-17 16:53:02,3
SGC,2012-07-20 11:01:00,2012-10-19 14:01:02,2
SGEN,2015-05-01 16:16:02,2019-10-29 19:21:02,8
SGH,2017-06-29 16:19:05,2019-12-20 16:49:00,8
SGLB,2014-05-15 14:02:01,2019-11-14 16:06:02,17
SGMA,2008-09-11 11:21:02,2019-12-11 11:31:01,23
SGMD,2008-11-10 17:11:04,2019-11-19 16:17:05,29
SGMO,2008-05-09 15:56:01,2019-11-06 16:33:04,19
SGMS,2008-05-12 16:43:01,2019-11-07 16:24:00,37
SGNI,2010-02-11 15:43:03,2011-04-22 12:32:01,5
SGOL,2009-11-13 17:19:05,2019-05-09 13:15:04,29
SGRP,2009-08-14 16:44:05,2012-11-09 09:07:01,3
SGRY,2015-11-13 15:30:03,2019-11-06 17:07:03,13
SGSI,2010-10-15 15:48:02,2019-11-19 16:13:00,21
SGSID,2010-10-15 15:48:02,2019-11-19 16:13:00,21
SGU,2008-02-07 06:11:03,2019-07-31 16:31:02,36
SHAK,2015-05-15 17:24:02,2019-11-04 17:09:05,15
SHBI,2014-05-09 16:17:04,2019-11-08 12:02:01,14
SHEN,2008-11-05 09:20:02,2019-10-31 07:31:00,33
SHLDQ,2008-05-30 06:19:00,2012-08-16 06:26:02,13
SHLL,2019-11-12 16:55:04,2019-11-12 16:55:04,1
SHLO,2019-09-05 11:26:02,2019-09-05 11:26:02,1
SHLX,2014-12-09 17:24:00,2018-08-02 09:22:01,10
SHMP,2014-05-19 14:21:01,2019-08-14 15:39:03,3
SHNL,2008-10-15 11:07:05,2019-10-24 10:28:05,4
SHO-PE,2010-08-06 09:12:03,2019-11-05 13:29:04,29
SHO-PF,2010-08-06 09:12:03,2019-11-05 13:29:04,29
SHO,2010-08-06 09:12:03,2019-11-05 13:29:04,29
SHOO,2008-05-12 14:55:00,2019-11-04 14:28:03,26
SHOR,2008-02-12 11:08:01,2008-05-13 17:16:01,2
SHRG,2017-03-17 14:22:03,2019-12-16 15:31:00,6
SHSP,2011-05-09 09:01:01,2019-11-13 20:11:01,23
SHW,2008-04-24 16:47:03,2019-10-22 12:48:02,35
SHWZ,2017-05-16 15:11:00,2019-11-12 16:07:00,12
SHYF,2012-11-08 10:02:04,2012-11-08 10:02:04,1
SI,2019-12-04 16:53:00,2019-12-04 16:53:00,1
SIAF,2014-05-15 16:10:00,2019-08-14 16:52:00,14
SIBN,2018-11-29 17:09:00,2019-11-12 16:27:04,4
SIC,2018-09-06 16:06:05,2019-11-05 13:47:01,5
SIEB,2019-11-13 09:21:01,2019-11-13 09:21:01,1
SIEN,2014-11-21 09:01:03,2019-11-07 17:00:00,15
SIF,2008-02-12 09:00:03,2019-08-16 07:34:03,27
SIFI,2011-05-11 14:28:04,2019-05-09 16:16:03,25
SIG,2012-11-20 07:42:05,2019-12-05 07:52:05,22
SIGA,2008-05-09 16:18:01,2019-11-05 16:45:04,27
SIGI,2008-05-02 10:31:00,2019-10-31 14:51:05,28
SIGM,2008-06-12 15:49:01,2009-06-11 16:49:01,3
SILK,2019-05-15 16:05:00,2019-08-13 16:08:01,2
SIML,2009-02-17 11:54:02,2019-11-19 18:43:01,26
SIMLD,2009-02-17 11:54:02,2019-11-19 18:43:01,26
SINC,2012-04-30 16:43:05,2019-11-18 08:23:01,10
SINO,2014-05-13 17:23:05,2015-05-13 07:00:05,4
SINT,2014-05-15 16:33:02,2019-11-13 15:59:05,23
SIR,2012-05-03 16:12:03,2018-10-29 16:44:00,15
SIRI,2008-08-11 16:34:05,2014-10-28 12:20:03,16
SITC-PA,2008-08-11 16:36:03,2018-11-02 11:01:04,14
SITC,2008-08-11 16:36:03,2018-11-02 11:01:04,14
SITE,2016-06-22 06:42:02,2019-10-30 06:02:04,12
SITO,2010-05-14 12:03:00,2019-09-05 16:06:03,14
SIVB,2008-08-07 16:41:00,2019-11-12 06:28:00,35
SIVBP,2008-08-07 16:41:00,2019-11-12 06:28:00,35
SIVR,2009-11-13 17:19:02,2019-05-09 14:00:03,31
SIX,2008-05-08 16:43:04,2019-10-23 16:19:01,21
SJ,2019-05-15 16:06:01,2019-11-14 13:24:03,2
SJI,2010-05-07 15:27:01,2019-11-06 21:34:01,28
SJM,2008-03-11 16:34:04,2019-11-22 16:18:01,21
SJOYW,2019-05-15 16:06:01,2019-11-14 13:24:03,2
SKAS,2014-05-15 10:00:04,2017-08-14 16:36:02,11
SKLV,2018-06-28 17:23:00,2019-11-14 17:11:00,6
SKT,2011-05-09 17:29:04,2019-11-04 16:18:04,28
SKVI,2008-08-13 14:41:03,2019-12-02 19:24:05,37
SKX,2008-05-09 14:04:05,2018-05-04 13:19:03,23
SKY,2008-01-04 16:54:05,2017-10-06 16:59:04,12
SKYW,2008-05-09 12:28:04,2019-11-05 16:03:05,31
SLAB,2008-04-30 12:19:04,2019-10-23 09:46:00,35
SLB,2011-07-27 12:09:04,2019-04-24 11:26:01,14
SLCT,2008-05-15 12:31:03,2019-11-06 16:03:05,31
SLDB,2018-05-10 07:42:00,2019-11-12 07:26:03,6
SLG,2008-05-12 13:25:02,2019-11-05 21:50:05,36
SLGD,2011-05-10 15:24:01,2011-08-12 14:29:04,2
SLGN,2011-05-10 15:37:01,2019-11-08 09:49:05,27
SLM,2009-05-08 16:52:03,2015-10-21 16:34:01,15
SLNG,2010-05-17 12:51:03,2019-11-12 17:18:03,30
SLNO,2014-12-18 16:21:03,2018-11-14 16:47:04,12
SLOT,2014-05-12 06:32:02,2016-11-04 08:30:04,9
SLP,2017-04-10 17:21:00,2019-07-10 17:21:01,8
SLRC,2017-08-01 16:49:03,2019-11-04 16:12:00,4
SLRX,2016-08-03 16:54:00,2019-05-01 16:11:01,2
SLS,2008-05-15 16:53:00,2019-11-14 16:16:02,38
SLV,2010-05-07 17:09:02,2019-11-06 13:56:05,21
SM,2010-05-04 13:35:04,2019-11-01 08:56:02,29
SMAR,2018-06-12 16:41:02,2019-12-11 09:02:04,6
SMBK,2014-05-13 12:52:04,2019-11-08 15:15:00,18
SMCI,2009-11-09 09:33:04,2019-12-20 16:06:04,28
SMDM,2010-11-12 09:54:02,2019-11-19 06:16:01,20
SMED,2009-05-14 14:41:02,2019-10-30 15:31:03,25
SMG,2008-02-07 16:35:03,2019-08-07 16:27:02,31
SMGI,2011-06-20 12:53:05,2019-11-14 13:54:02,17
SMID,2011-05-13 16:04:04,2019-11-07 08:01:04,30
SMIT,2008-01-22 16:32:03,2019-10-08 17:28:03,16
SMLP,2012-11-14 09:18:05,2017-11-03 16:42:05,17
SMLR,2014-05-01 07:21:02,2019-11-06 06:05:04,19
SMME,2009-11-23 15:51:02,2019-11-14 17:30:00,11
SMMF,2014-05-12 15:19:05,2019-11-07 16:58:00,18
SMPL,2017-07-13 19:29:05,2019-07-02 13:13:01,7
SMRT,2011-09-07 13:33:00,2019-12-04 16:31:03,19
SMSI,2008-08-08 16:12:00,2019-11-01 16:03:02,13
SMTA,2018-06-21 17:06:05,2019-05-14 17:36:00,4
SMTC,2009-06-04 17:07:04,2019-12-04 16:32:03,29
SMTX,2008-08-13 16:40:00,2008-08-13 16:40:00,1
SNA,2008-04-24 10:43:05,2019-10-17 11:21:00,36
SNAK,2008-05-12 11:36:01,2017-11-09 15:25:04,30
SNAP,2017-08-10 19:59:02,2019-04-23 19:21:01,5
SNBC,2013-05-10 16:33:04,2017-11-09 16:34:04,13
SNBP,2014-05-15 15:22:00,2014-05-15 15:22:00,1
SNBR,2008-05-08 17:05:00,2019-10-25 16:13:03,36
SNC,2014-11-17 18:28:01,2017-11-08 16:24:05,10
SNCA,2016-08-11 16:59:05,2018-11-14 16:01:02,3
SNCR,2008-05-08 16:49:02,2019-11-05 17:10:05,34
SND,2016-12-15 07:11:01,2019-11-05 20:55:01,10
SNDD,2015-06-15 16:06:03,2016-05-23 15:42:01,5
SNDR,2017-05-12 14:57:05,2019-10-31 16:17:00,9
SNDX,2018-05-09 16:02:01,2019-11-07 16:06:03,4
SNECQ,2012-05-14 17:10:04,2019-11-08 17:28:04,24
SNES,2017-08-11 19:44:03,2017-11-08 17:00:04,3
SNGX,2008-05-15 16:15:00,2019-11-12 16:13:00,3
SNI,2008-08-14 16:30:04,2017-11-03 14:26:03,29
SNMP,2011-11-04 15:31:04,2019-11-12 08:15:00,25
SNMX,2008-04-24 08:45:04,2014-07-31 08:41:01,17
SNNA,2017-09-07 08:37:03,2019-05-08 16:21:01,2
SNNF,2017-09-28 17:03:02,2019-11-14 16:46:03,8
SNNY,2013-06-28 15:56:05,2019-08-09 17:01:03,10
SNOA,2008-02-07 18:35:05,2011-08-04 17:23:00,8
SNPS,2008-03-11 21:00:04,2019-08-26 16:37:01,23
SNPW,2016-02-17 16:03:04,2019-11-19 17:09:05,14
SNR,2014-11-25 17:13:04,2019-11-05 06:53:01,16
SNSS,2008-05-09 16:20:04,2008-05-09 16:20:04,1
SNV,2008-05-12 15:52:02,2019-11-05 09:55:02,37
SNWV,2010-08-13 06:00:05,2019-05-20 16:00:02,2
SNX,2011-10-07 17:19:03,2019-10-04 06:11:01,25
SNYR,2014-08-28 07:21:00,2019-11-14 15:01:03,17
SO,2008-05-07 15:34:01,2019-10-29 19:30:03,36
SOAN,2018-05-21 14:39:01,2019-08-02 10:02:01,5
SOFO,2016-02-11 16:24:04,2019-08-13 16:04:03,12
SOHO,2013-11-07 11:46:00,2013-11-07 11:46:00,1
SOI,2017-06-12 17:10:04,2019-10-30 17:23:01,10
SOJA,2008-05-07 15:34:01,2019-10-29 19:30:03,36
SOJB,2008-05-07 15:34:01,2019-10-29 19:30:03,36
SOJC,2008-05-07 15:34:01,2019-10-29 19:30:03,36
SOJD,2008-05-07 15:34:01,2019-10-29 19:30:03,36
SOLI,2019-05-20 16:13:02,2019-11-25 09:05:05,3
SOLY,2019-03-01 17:19:05,2019-08-09 17:10:04,3
SON,2008-04-29 15:11:03,2011-11-02 09:03:00,9
SONA,2008-05-15 07:33:00,2019-11-07 11:16:05,22
SONM,2019-06-24 16:18:02,2019-11-12 16:39:00,3
SONN,2014-05-15 16:41:00,2019-11-14 16:17:00,18
SONO,2018-09-11 14:14:05,2019-08-08 15:57:05,4
SONS,2008-05-08 16:37:04,2017-10-26 19:48:04,30
SORL,2008-08-13 07:30:04,2019-11-14 16:31:03,20
SOYB,2013-11-12 12:18:04,2019-08-09 12:17:05,10
SP,2008-05-08 18:00:00,2019-10-31 16:27:04,34
SPA,2008-02-11 08:13:05,2019-02-06 16:18:03,36
SPAQ,2019-11-12 16:31:02,2019-11-12 16:31:02,1
SPAR,2012-11-08 10:02:04,2012-11-08 10:02:04,1
SPB,2008-05-08 09:16:02,2019-08-07 16:40:00,36
SPCE-UN,2017-11-14 16:20:02,2019-11-12 17:13:00,7
SPCE-WT,2017-11-14 16:20:02,2019-11-12 17:13:00,7
SPCE,2017-11-14 16:20:02,2019-11-12 17:13:00,7
SPDL,2012-08-14 14:42:03,2018-11-19 16:05:00,3
SPG-PJ,2008-05-09 14:00:05,2019-11-06 08:24:00,39
SPG,2008-05-09 14:00:05,2019-11-06 08:24:00,39
SPGI,2008-04-30 16:40:00,2019-10-29 19:18:05,35
SPGX,2014-03-14 19:44:04,2014-03-14 19:44:04,1
SPHS,2013-11-14 16:16:04,2019-05-09 16:22:01,5
SPI,2008-05-12 16:06:03,2015-11-13 16:33:00,21
SPIN,2008-11-19 17:19:05,2019-11-14 17:01:01,22
SPKE,2014-09-10 13:15:05,2019-11-06 09:40:02,17
SPKEP,2014-09-10 13:15:05,2019-11-06 09:40:02,17
SPLK,2012-06-12 21:19:01,2018-12-07 16:40:04,21
SPLP,2012-05-15 17:16:03,2019-11-12 16:30:03,24
SPN,2008-05-09 12:29:01,2019-04-24 11:07:00,25
SPNC,2008-05-12 15:35:00,2017-08-08 16:07:01,26
SPND,2008-11-20 06:00:04,2008-11-20 06:00:04,1
SPNE,2015-08-13 16:07:02,2019-10-29 19:11:04,14
SPNI,2011-05-11 14:27:02,2014-05-15 15:53:03,4
SPOK,2011-10-27 16:14:00,2019-10-24 18:41:04,24
SPPI,2008-05-12 16:54:02,2019-11-07 16:10:04,22
SPR,2008-05-02 06:01:03,2019-10-31 16:50:04,36
SPRO,2017-12-14 16:03:00,2019-11-04 16:01:04,7
SPRS,2014-10-10 12:53:00,2016-04-14 16:01:01,3
SPRT,2008-05-09 16:32:03,2019-11-08 16:51:00,13
SPSC,2010-08-04 16:30:05,2016-04-29 16:06:05,10
SPTN,2015-08-20 16:13:02,2018-11-08 16:06:05,9
SPWH,2014-06-11 09:25:03,2019-12-06 09:21:01,18
SPWR,2009-05-08 16:29:02,2019-10-30 18:47:03,31
SPXC,2010-05-05 16:57:01,2019-10-30 17:47:03,30
SQ,2016-05-06 16:05:05,2019-11-06 16:29:02,12
SQBG,2016-08-08 08:12:02,2019-11-12 06:16:01,10
SR-PA,2009-01-30 15:31:01,2019-07-30 10:25:03,33
SR,2009-01-30 15:31:01,2019-07-30 10:25:03,33
SRAX,2013-08-13 10:09:00,2019-08-14 17:24:00,24
SRC,2008-08-14 15:48:00,2019-05-02 06:48:05,29
SRCE,2008-07-24 17:13:03,2019-10-17 16:35:02,33
SRCL,2010-08-09 11:40:04,2018-11-01 16:32:03,22
SRDX,2008-05-09 17:18:05,2019-08-01 16:36:00,30
SRE,2016-11-02 13:11:03,2019-11-01 14:57:04,10
SREV,2011-05-13 16:42:03,2019-10-29 19:25:05,28
SRGZ,2011-09-14 17:24:04,2019-09-16 15:18:03,25
SRI,2008-05-09 16:10:05,2019-10-30 17:24:02,19
SRLP,2014-08-13 15:20:02,2019-11-07 16:38:05,15
SRNA,2012-08-14 13:57:00,2019-11-12 16:06:03,19
SRNE,2009-05-13 17:57:01,2019-08-09 16:49:03,15
SRPT,2008-05-12 15:32:00,2019-05-08 16:02:04,32
SRRA,2016-05-10 07:29:01,2019-11-04 16:05:03,12
SRRE,2016-01-13 06:02:04,2018-12-17 16:54:03,17
SRRK,2018-08-08 16:38:05,2019-11-12 08:01:01,5
SRSG,2013-02-13 16:54:04,2019-11-21 14:52:02,21
SRT,2008-05-06 14:01:02,2019-11-07 16:07:02,34
SRTS,2017-05-09 11:59:04,2019-11-08 11:01:05,8
SRTSW,2017-05-09 11:59:04,2019-11-08 11:01:05,8
SRUP,2015-04-20 17:23:05,2018-07-17 13:22:00,12
SSB,2008-05-12 16:44:05,2019-11-01 11:41:02,36
SSD,2010-05-07 13:43:01,2019-11-06 17:15:05,30
SSDT,2019-11-12 10:33:00,2019-11-12 10:33:00,1
SSI,2013-09-12 16:04:01,2013-12-12 16:02:05,2
SSINQ,2013-09-12 16:04:01,2013-12-12 16:02:05,2
SSKN,2008-05-08 11:34:05,2019-11-08 11:19:02,34
SSNC,2010-05-14 15:37:00,2015-11-09 16:51:04,7
SSNI,2014-05-08 17:05:03,2015-08-07 16:55:01,5
SSNT,2009-08-14 13:44:05,2019-11-12 12:09:04,28
SSNYY,2012-02-09 17:22:01,2019-11-14 14:11:00,21
SSOK,2013-11-14 10:06:02,2019-11-01 13:12:01,22
SSP,2008-05-12 16:56:02,2019-11-08 17:16:01,36
SSSS,2014-05-12 16:56:05,2019-11-07 18:10:05,18
SSTI,2017-08-14 15:32:02,2019-11-12 17:16:02,6
SSTK,2012-11-20 17:20:05,2019-11-05 07:09:04,22
ST,2012-10-26 17:15:01,2019-10-30 09:01:02,22
STAA,2009-08-12 16:45:03,2019-05-01 16:21:01,14
STAF,2011-10-12 17:23:03,2019-11-12 16:16:04,18
STAG-PC,2011-05-23 06:06:00,2019-07-30 16:10:00,26
STAG,2011-05-23 06:06:00,2019-07-30 16:10:00,26
STAR,2008-05-09 12:56:02,2019-10-31 15:12:05,36
STAY,2016-04-26 06:42:01,2019-11-06 17:18:01,12
STBA,2008-05-07 16:24:01,2019-10-30 18:47:00,35
STC,2008-05-09 17:42:01,2019-11-07 13:01:00,25
STCC,2014-05-20 17:23:01,2019-05-29 17:11:00,15
STCN,2013-03-12 17:03:00,2019-12-10 17:18:00,9
STDY,2015-05-14 09:56:04,2018-08-14 06:07:01,11
STE,2019-08-07 08:35:05,2019-11-07 08:19:03,2
STFC,2008-05-07 13:36:01,2019-11-01 13:09:00,36
STI,2008-05-07 20:44:02,2011-08-09 14:02:05,9
STIM,2019-08-06 16:17:05,2019-11-05 16:16:03,2
STJO,2010-11-15 16:42:02,2018-03-15 16:17:03,12
STKL,2009-08-07 12:34:00,2019-11-06 16:48:00,29
STKS,2014-05-15 16:25:04,2019-11-07 16:38:03,18
STL-PA,2015-05-08 16:12:03,2019-11-01 16:23:05,15
STL,2015-05-08 16:12:03,2019-11-01 16:23:05,15
STLD,2008-05-07 16:36:01,2019-10-31 14:07:01,22
STLY,2009-04-15 17:00:00,2012-10-16 17:03:05,5
STML,2013-05-14 16:23:05,2019-11-12 16:31:04,21
STMP,2011-05-10 14:39:01,2019-11-12 15:34:01,17
STND,2011-02-11 09:10:03,2019-11-12 17:28:04,16
STOK,2019-08-14 16:01:02,2019-11-12 16:02:01,2
STOR,2016-05-06 16:54:03,2019-11-04 13:52:03,13
STRA,2008-10-31 16:05:03,2019-11-07 17:12:03,14
STRI,2009-11-17 16:25:03,2019-11-14 08:16:01,25
STRL,2009-05-11 08:35:02,2019-11-05 09:07:03,26
STRM,2008-06-06 11:23:04,2019-09-12 16:06:01,26
STRO,2018-11-14 16:02:03,2019-08-13 18:42:05,3
STRP,2016-12-12 16:32:03,2016-12-12 16:32:03,1
STRS,2008-05-12 12:24:02,2019-11-12 17:25:02,36
STRT,2008-04-30 16:35:02,2019-02-07 06:46:05,26
STRZ,2008-06-30 17:28:05,2008-12-12 17:07:02,3
STSA,2019-11-12 16:31:03,2019-11-12 16:31:03,1
STT-PD,2008-05-09 15:19:00,2019-10-25 08:29:05,36
STT-PG,2008-05-09 15:19:00,2019-10-25 08:29:05,36
STT,2008-05-09 15:19:00,2019-10-25 08:29:05,36
STTH,2011-05-13 17:23:03,2019-11-27 14:23:01,18
STTHD,2011-05-13 17:23:03,2019-11-27 14:23:01,18
STWC,2014-05-01 07:32:03,2019-12-23 17:17:02,2
STWD,2010-08-09 16:24:00,2019-05-08 07:08:03,22
STX,2010-02-01 17:02:03,2019-02-04 16:10:04,14
STXB,2018-06-01 06:05:02,2018-11-07 14:15:04,3
STXS,2009-08-07 15:45:01,2019-11-14 12:27:05,11
STZ,2008-07-10 13:39:02,2014-01-09 14:26:02,14
STZB,2008-07-10 13:39:02,2014-01-09 14:26:02,14
SUI,2009-05-08 14:27:02,2012-10-25 16:55:04,4
SUIC,2011-05-23 14:16:00,2011-11-21 08:36:02,3
SUM,2015-05-05 17:12:04,2019-10-30 12:42:04,15
SUME,2008-08-15 19:35:05,2019-11-14 15:15:01,12
SUMR,2008-05-12 09:04:04,2019-11-12 17:01:03,38
SUN,2012-11-14 14:43:03,2019-11-07 13:25:01,22
SUND,2008-08-12 16:07:01,2019-11-25 17:24:05,16
SUNS,2018-08-06 17:19:02,2018-08-06 17:19:02,1
SUNW,2011-08-15 14:04:02,2019-10-31 07:02:03,26
SUP,2008-05-09 14:27:02,2019-08-08 15:01:05,33
SUPN,2012-06-08 16:47:03,2019-11-08 14:59:02,27
SURG,2013-09-11 11:11:02,2019-11-25 17:31:03,17
SUWN,2008-12-15 17:03:00,2010-03-22 17:15:04,2
SVBI,2013-08-09 16:23:04,2019-11-12 13:58:01,7
SVBL,2008-03-17 17:05:00,2015-06-12 17:18:04,4
SVC,2008-08-11 16:24:02,2019-11-08 16:48:01,31
SVDN,2019-10-21 11:18:03,2019-10-21 11:18:03,1
SVMK,2018-11-13 16:37:02,2019-11-07 16:16:05,4
SVRA,2008-05-12 06:31:01,2017-08-09 08:46:02,22
SVU,2009-10-21 16:54:02,2018-10-15 06:32:05,27
SVXY,2012-05-10 16:42:01,2019-11-08 11:12:04,7
SWAV,2019-05-09 16:01:03,2019-11-08 16:52:00,3
SWBI,2008-03-10 11:54:01,2019-03-07 16:16:03,33
SWGI,2017-02-21 11:55:03,2017-02-21 11:55:03,1
SWI,2018-11-27 17:21:02,2019-11-07 16:31:01,4
SWK,2010-05-13 17:28:02,2019-10-25 14:02:05,30
SWKH,2014-08-19 15:46:01,2019-11-14 17:16:01,16
SWKS,2008-05-07 17:03:05,2019-08-07 17:14:05,33
SWM,2008-05-07 17:01:02,2019-11-04 16:14:03,29
SWN,2009-04-27 20:38:03,2019-10-24 19:00:05,29
SWP,2010-05-13 17:28:02,2019-10-25 14:02:05,30
SWT,2010-05-13 17:28:02,2019-10-25 14:02:05,30
SWTX,2019-11-12 09:15:02,2019-11-12 09:15:02,1
SWX,2018-11-07 15:30:01,2019-11-06 16:42:03,4
SXC,2011-08-03 16:08:04,2019-11-05 12:10:04,26
SXI,2008-10-31 16:30:04,2018-05-01 15:53:04,26
SXT,2008-05-09 10:17:03,2014-11-06 10:19:00,7
SYBT,2008-05-12 09:57:05,2019-11-08 13:01:03,36
SYBX,2015-11-13 06:08:05,2019-11-12 08:44:05,12
SYF-PA,2014-09-05 07:27:02,2019-10-24 18:45:05,17
SYF,2014-09-05 07:27:02,2019-10-24 18:45:05,17
SYKE,2008-05-07 16:41:03,2019-11-05 17:30:01,28
SYN,2008-08-14 16:48:04,2019-11-04 16:36:03,23
SYNA,2008-02-07 17:05:04,2018-11-08 17:01:02,27
SYNC,2016-05-16 16:39:00,2019-11-06 19:30:05,10
SYNH,2015-04-27 06:15:01,2019-08-05 17:42:05,15
SYNL,2013-05-07 10:43:01,2019-11-12 12:15:05,21
SYNT,2009-05-08 12:16:01,2018-08-01 10:20:01,27
SYRS,2016-08-15 16:35:04,2019-11-12 07:41:04,11
SYSX,2019-11-12 16:19:05,2019-11-12 16:19:05,1
SYTE,2010-08-16 13:39:00,2018-11-14 17:26:01,16
SYX,2008-05-08 17:11:00,2019-11-01 16:54:00,32
SYY,2008-02-05 11:18:01,2019-11-04 18:31:02,25
T-PA,2018-11-02 16:03:00,2018-11-02 16:03:00,1
T-PC,2018-11-02 16:03:00,2018-11-02 16:03:00,1
T,2018-11-02 16:03:00,2018-11-02 16:03:00,1
TA,2008-05-12 17:26:05,2019-11-05 11:03:03,38
TACI,2008-11-12 06:10:00,2009-11-23 12:52:00,4
TACO,2014-05-14 15:36:05,2019-10-21 17:23:03,18
TACT,2010-05-11 13:32:00,2019-11-18 17:00:00,24
TAGS,2013-11-12 12:18:04,2019-08-09 12:17:05,10
TAIT,2008-11-14 17:07:01,2019-11-14 16:13:01,34
TAKD,2010-11-15 13:39:01,2019-08-14 09:01:02,28
TALN,2008-11-14 16:15:05,2017-11-14 16:42:01,5
TALO,2018-08-09 11:20:05,2019-05-08 19:01:05,3
TALR,2013-08-13 17:32:04,2016-11-22 11:47:04,10
TANNI,2008-05-12 17:26:05,2019-11-05 11:03:03,38
TANNL,2008-05-12 17:26:05,2019-11-05 11:03:03,38
TANNZ,2008-05-12 17:26:05,2019-11-05 11:03:03,38
TAP-A,2008-05-06 19:48:04,2019-10-30 12:22:03,36
TAP,2008-05-06 19:48:04,2019-10-30 12:22:03,36
TAQR,2017-01-13 13:45:03,2019-05-15 15:21:01,9
TARA,2015-05-13 17:00:03,2019-10-31 17:01:01,15
TAST,2008-05-07 16:15:01,2019-11-08 16:41:04,36
TAUG,2013-11-19 15:21:04,2019-11-12 16:02:04,19
TAX,2012-08-29 16:41:00,2019-12-10 17:14:05,26
TAYD,2012-10-11 09:18:04,2019-09-26 09:22:03,16
TBB,2018-11-02 16:03:00,2018-11-02 16:03:00,1
TBBK,2008-08-11 17:03:00,2019-11-08 15:45:01,33
TBI,2008-05-01 13:19:01,2019-10-28 16:16:04,21
TBIO,2018-08-09 16:08:00,2019-11-06 16:07:01,5
TBK,2014-12-17 16:16:05,2019-04-19 16:08:01,14
TBLT,2018-12-20 16:31:03,2019-11-18 20:10:00,4
TBLTU,2018-12-20 16:31:03,2019-11-18 20:10:00,4
TBLTW,2018-12-20 16:31:03,2019-11-18 20:10:00,4
TBLZ,2012-05-14 13:47:01,2016-03-04 11:43:02,4
TBNK,2013-08-07 17:47:04,2015-11-06 11:33:01,8
TBPH,2014-06-24 17:16:03,2019-11-08 06:17:03,18
TBRGU,2019-11-14 16:18:02,2019-11-14 16:18:02,1
TBTC,2014-08-13 10:03:03,2019-11-13 15:08:02,16
TCBI,2008-05-02 16:00:05,2008-10-30 11:41:01,3
TCBK,2010-08-11 06:01:00,2019-11-08 17:04:00,18
TCCI,2010-05-14 12:06:04,2012-05-15 12:53:03,7
TCCO,2009-02-10 16:56:01,2019-08-13 17:01:01,29
TCDA,2018-08-09 21:17:01,2019-11-14 16:48:04,5
TCF,2011-05-05 08:30:02,2019-11-12 11:47:03,27
TCFC,2008-05-15 09:41:02,2019-11-05 10:14:05,22
TCFF,2016-05-13 09:33:00,2019-11-25 11:27:00,14
TCI,2015-08-13 10:56:05,2019-11-14 11:16:04,12
TCMD,2016-09-07 16:33:05,2019-11-04 16:11:04,11
TCNT,2017-02-01 18:01:00,2019-03-27 15:19:05,5
TCO-PJ,2008-04-30 15:08:01,2019-10-30 14:13:00,36
TCO-PK,2008-04-30 15:08:01,2019-10-30 14:13:00,36
TCO,2008-04-30 15:08:01,2019-10-30 14:13:00,36
TCON,2015-05-13 18:52:04,2019-11-05 17:03:03,12
TCP,2013-04-29 15:02:02,2019-11-07 14:14:00,21
TCPC,2014-05-08 08:47:05,2019-11-06 07:55:00,14
TCRD,2013-05-06 16:37:01,2018-08-08 16:33:00,4
TCRR,2019-05-13 16:21:03,2019-08-09 06:06:00,2
TCRW,2013-05-06 16:37:01,2018-08-08 16:33:00,4
TCRZ,2013-05-06 16:37:01,2018-08-08 16:33:00,4
TCS,2014-07-11 07:01:01,2019-10-30 08:04:05,15
TCX,2008-05-14 12:35:03,2019-11-06 17:09:00,22
TDAC,2018-08-13 16:12:02,2019-11-18 16:11:01,4
TDACW,2018-08-13 16:12:02,2019-11-18 16:11:01,4
TDC,2011-05-06 14:48:04,2019-11-12 16:40:05,27
TDG,2011-02-08 14:34:04,2019-08-07 17:10:00,27
TDOC,2015-08-12 17:00:05,2019-10-30 16:17:04,13
TDS,2008-05-07 12:08:02,2015-10-30 08:45:02,23
TDW,2017-08-09 12:55:00,2018-08-13 17:34:02,2
TDY,2008-05-02 16:56:00,2019-10-25 19:52:00,27
TEAR,2015-08-07 15:21:00,2019-11-08 17:18:02,11
TECD,2008-06-04 16:51:05,2019-12-04 17:19:00,33
TECH,2010-11-09 09:00:03,2019-11-06 16:41:03,17
TECR,2012-11-15 15:39:02,2019-11-19 16:06:02,10
TECTP,2019-06-24 17:04:05,2019-11-14 15:26:05,3
TEL,2008-02-07 14:41:02,2019-07-26 11:19:03,36
TELA,2019-12-18 10:22:05,2019-12-18 10:22:05,1
TELL,2008-10-23 16:46:05,2019-11-06 16:17:04,32
TEN,2009-08-06 16:06:04,2019-11-05 17:05:01,27
TENB,2018-09-07 08:30:03,2019-11-13 17:45:03,5
TENX,2014-03-17 08:00:03,2019-11-14 16:31:05,7
TER,2008-05-08 15:00:04,2008-11-07 16:01:01,3
TERP,2014-09-02 16:49:03,2019-11-12 17:18:04,18
TESO,2011-08-09 10:08:00,2017-11-07 15:42:03,20
